,Nod_ref,Tags,Way_Id,access,amenity,area,barrier,bicycle,bridge,bus,cycleway,handrail,hgv,highway,junction,lanes,layer,leisure,name,name:en,oneway,oneway:conditional,parking:lane:both,psv,ref,route,sidewalk,surface,tourist_bus,tracktype,color_size,color,size1,size2
2179,"['1011905276', '1011905861', '1011905535', '3692465902', '1657428020', '1365550979', '1011905272', '1011905963', '1011905813']","{'name': 'Avenida del Conocimiento', 'highway': 'residential', 'oneway': 'yes'}",86977332,,,,,,,,,,,residential,,,,,Avenida del Conocimiento,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2180,"['1011905613', '1427026425', '1011905379', '1011905693', '1011905445', '1011904836', '1011906228', '1011905552', '1011904986', '1011905285', '1011905225', '1011905976', '1656215822', '1011904745', '1011905143', '1011906065', '1011905276', '1011905829', '1011906131', '1011905613']","{'highway': 'residential', 'junction': 'roundabout'}",86977333,,,,,,,,,,,residential,roundabout,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2181,"['1012789431', '1012790328', '1012789749', '1012788931', '1012790373', '1012789793', '1012790391']","{'name': 'Avenida García Lorca', 'highway': 'residential', 'oneway': 'yes'}",87083626,,,,,,,,,,,residential,,,,,Avenida García Lorca,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2182,"['1012789992', '2375956219', '1012789705']","{'source:date': '2008', 'highway': 'residential', 'source': 'PNOA'}",87083633,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2183,"['1012789786', '1516355297']","{'name': 'Plaza Catedrática Asunción Linares', 'highway': 'residential', 'oneway': 'no'}",87083634,,,,,,,,,,,residential,,,,,Plaza Catedrática Asunción Linares,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2184,"['83301214', '1644116811', '1644116813', '1120322612']","{'maxspeed': '80', 'highway': 'motorway_link', 'lanes': '1', 'oneway': 'yes'}",87083637,,,,,,,,,,,motorway_link,,1.0,,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
2185,"['1012789487', '1012790373']","{'name': 'Calle Emilia Pardo Bazán', 'highway': 'residential'}",87083642,,,,,,,,,,,residential,,,,,Calle Emilia Pardo Bazán,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2186,"['1012789193', '1012789800', '1012789266', '1012789932', '1012789066', '1012789759', '1012789228', '1012789917', '1012789392', '1012790040', '1012789540', '1012790248', '1012789984', '1012789167']","{'maxspeed': '80', 'highway': 'motorway_link', 'oneway': 'yes'}",87083643,,,,,,,,,,,motorway_link,,,,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
2187,"['1012790391', '1656215821', '1012790106', '1765955298']","{'name': 'Prolongación Juan XXII', 'highway': 'residential', 'oneway': 'no'}",87083647,,,,,,,,,,,residential,,,,,Prolongación Juan XXII,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2189,"['1268360188', '1012790147', '1012789005', '1012789705', '1012790288', '1012789255', '1012790073', '1012790009', '1012789352', '1012789884', '1012789190', '1012789724', '1012789045', '1012789591', '1012788851', '4408698463', '1012789116', '1012789953', '1012788963', '1012789815', '1012790408', '1012789657', '1012790209', '1012789517', '1012788756', '1012789665', '1012790242', '1012789531', '1012790033', '1012789386', '1012789896', '2375956243', '1012789216']","{'name': 'Avenida del Conocimiento', 'source:date': '2008', 'source': 'PNOA', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}",87083650,,,,,,,,,,,residential,,2.0,,,Avenida del Conocimiento,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2190,"['419831071', '419831072', '419831073', '419831074', '419831075', '419831077', '419831079', '1175678223', '419831080', '419831081', '1175678154', '419831082', '419831083', '419831084', '1137639465', '419831085', '419831086', '419831087', '419831088', '419831089', '419831090', '419831091', '419831092']","{'name': 'Carretera de Dílar', 'highway': 'tertiary', 'ref': 'GR-3209'}",87083655,,,,,,,,,,,tertiary,,,,,Carretera de Dílar,,,,,,GR-3209,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
2191,"['2036236925', '1012789749']","{'name': 'Calle Gustavo Doré', 'highway': 'residential'}",87083657,,,,,,,,,,,residential,,,,,Calle Gustavo Doré,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2192,"['1012789791', '2375956279', '1012790386', '1012789636', '1012790154', '1012789191', '1012789422', '1012790320', '1012789284']","{'highway': 'residential', 'oneway': 'yes'}",87083658,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2193,"['1012789295', '1012790334', '1012789445', '1012788874', '1012789596', '1012789046', '1012789730', '1012789541', '2375956225', '1012790250', '1012789667', '1012788772']","{'maxspeed': '80', 'highway': 'motorway_link', 'oneway': 'yes'}",87083661,,,,,,,,,,,motorway_link,,,,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
2194,"['1012789927', '1012789401', '1012790067', '1012789552', '1012790263', '2240105719', '1377496342', '1012789363', '1427007435', '1515695318']","{'name': 'Avenida de Dilar', 'highway': 'tertiary', 'source': 'PNOA', 'source:date': '2008', 'oneway': 'yes'}",87083668,,,,,,,,,,,tertiary,,,,,Avenida de Dilar,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
2195,"['1268360174', '1422539468', '1268360162', '1422539456', '1422539449', '1268360131', '1422539416', '1268360151', '1268360119', '1422539458', '1268360153', '1422539391', '1268360121', '1422539431', '1268360139', '1422539462', '1268360183', '1268360178', '1422539429', '1268360174']","{'highway': 'residential', 'oneway': 'yes'}",87083669,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2196,"['1016434854', '1016436815', '1016437689']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413595,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2197,"['1016434721', '1016436637']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413597,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2198,"['1016435277', '1016435075', '1016437099', '1016438112', '1016434758', '1016436486', '1016436702', '1016436902', '1016437789', '1016435705', '1016435335', '1016436452', '1016437451', '1016434883', '1016436992', '1016437228', '1016438099', '1016435510', '1016436106', '1016435174', '1016436856', '1016437887', '1016434916', '1016436182', '1016437596', '1016436237', '1016435455', '1016438029', '1016437557', '1016435004', '1016435993', '1016436405', '1016434845', '1016435743', '1016437803', '1016437394', '1016437731', '1016435289', '1016436608', '1016435648', '1016434714', '1016436624', '1016437486', '1016435844', '1016437007', '1016435853', '1016435021', '1016435277']","{'source:date': '2008', 'highway': 'residential', 'junction': 'roundabout', 'source': 'PNOA'}",87413604,,,,,,,,,,,residential,roundabout,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2199,"['1016437019', '1016437190', '1016435114', '1016436286', '1016435327', '1016437483', '1016437435', '1016435042', '1016437067', '1016435512', '1016437600', '1016437565', '1016437111']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}",87413608,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2200,"['1016435114', '1016436761', '1016435392', '1016435848', '1016435105', '1016437142', '1016436136', '1016438136', '1016435008', '1016436906', '1016435199', '1016436498', '1016434919', '1016437649', '1016435882']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'driveway', 'oneway': 'yes'}",87413609,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2201,"['1016437400', '1016436070', '1016436518', '1016434889', '1016435564', '1016434851', '1016437657', '1016435209', '1016437289', '1016436317', '1016434752', '1016435893', '1016437940', '1016437094', '1016435333', '1016436698', '1016435899', '1016436870', '1016436407', '1016435072', '1016434762', '1016435356', '1016437776', '1016436274', '1016435467', '1016436082', '1016435711', '1016437690', '1016437442', '1016437508', '1016435697', '1016435320', '1016436810', '1016435324', '1016437196', '1016437223', '1016437428', '1016436054', '1016437590', '1016435036', '1016438055', '1016435623', '1016437055', '1016436450', '1016436050', '1016437148', '1016438053', '1016434990', '1016437764', '1016436823', '1016437965', '1428755218']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}",87413611,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2202,"['1016437778', '1016436102']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413614,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2203,"['1016436810', '1016435141']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413618,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2204,"['1016436054', '1016436467']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413619,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2205,"['1016438063', '1016435364', '1016437989', '1016437123', '1016435933', '1016437855', '1016435754', '1016437493', '1016436472', '1016436850', '1016438105', '1016434797', '1016435351', '1016436954', '1016435002', '1016436362', '1016436602', '1016437775', '1016437572', '1016435090', '1016435480', '1016434961', '1016436212', '1016437881', '1016436737', '1016435842', '1016435703', '1016436131', '1016437686', '1016437896', '1016437806', '1016435067', '1016437337', '1016436494', '1016435598', '1016438117', '1016438063']","{'highway': 'residential', 'oneway': 'yes'}",87413620,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2206,"['1016437508', '1016435759', '1016434920', '1016436909', '1016438138', '1016436503', '1016435554', '1016437651', '1016435201', '1016437279', '1016436292', '1016434742', '1016435886', '1016437929', '1016437071', '1016437046', '1016435331', '1016436637', '1016434890', '1016436669', '1016436102', '1016435045', '1016435813', '1016437244', '1016435518', '1016436863', '1016435178', '1016437892', '1016436244', '1016437605', '1016435858', '1016435029', '1016437024', '1016434718', '1016436634', '1016435661', '1016437753', '1016435297', '1016437404', '1016435676', '1016434990']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413624,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2207,"['1016435032', '1016437046']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413628,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2208,"['1016436467', '1016434890']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413632,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2209,"['1016435767', '1016437739', '1016437516', '1016437682', '1016436828', '1016435156', '1016437885', '1016436224', '1016437592', '1016435845', '1016435006', '1016436996', '1016435843', '1016434710', '1016436425', '1016437771', '1016436614', '1016436062', '1016437345', '1016437889', '1016434995', '1016435640', '1016435463', '1016436815', '1016435142', '1016436964', '1016436413', '1016437723', '1016435274']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413633,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2211,"['1428755208', '1016437439', '1016437800', '1016436679', '1016436564', '1016434959', '1016436208', '1016434682', '1016437330', '1016435594', '1016436951', '1016435242', '1016437523', '1016435779', '1016437160', '1016435399', '1016438150', '1016436539', '1016437831', '1016436171', '1016435213', '1016437305', '1016434945', '1016436923', '1016435896', '1016437945', '1016436059']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}",87413642,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2212,"['1016438055', '1016437778']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413646,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2213,"['4316590754', '1427979736']","{'highway': 'residential', 'lanes': '2', 'oneway': 'no'}",87413647,,,,,,,,,,,residential,,2.0,,,,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2214,"['1016436059', '1016435528', '1016437375', '1016437617', '1016435500', '1016435184', '1016437250', '1016435150', '1016436266', '1016435415', '1016434725', '1016435611', '1016435876', '1016436710', '1016437197', '1016437894', '1016435767', '1016437902', '1016437019']","{'source:date': '2008', 'service': 'parking_aisle', 'source': 'PNOA', 'highway': 'service', 'lanes': '2', 'oneway': 'yes'}",87413649,,,,,,,,,,,service,,2.0,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2216,"['1016436425', '1016434875']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413656,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2217,"['1016435500', '1016437590']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413663,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2218,"['1016436266', '1016435324']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413665,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2219,"['1016438098', '1016436450']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413667,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2220,"['1016435843', '1016437220']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413669,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2221,"['1016438024', '1016435123', '1016435259', '1795376920', '1016434836', '1016437379', '1016435969', '1016436378', '1016437286']","{'source:date': '2008', 'highway': 'residential', 'source': 'PNOA', 'lanes': '1', 'oneway': 'yes'}",87413671,,,,,,,,,,,residential,,1.0,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2222,"['1016436070', '1016438059', '1016436407']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413677,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2223,"['1428755144', '1016436993', '1016437859', '1016436330', '1016434761', '1016437448', '1016435708', '1016437104', '1016435338', '1016438101', '1016436455', '1016437793', '1016437358', '1016436109', '1016435257', '1016435175', '1016437231', '1016434886', '1016436861', '1016438098', '1016436421', '1016434872', '1016437715', '1016436059']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}",87413680,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2224,"['1016437196', '1016435451']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413691,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2225,"['1016437156', '1016436260', '1016437608', '1016435875', '1016437062', '1016435274', '1016435850', '1016437042', '1016434720', '1016434717']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA'}",87413694,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2226,"['1016437486', '1016437829', '1016436913', '1016435205', '1016436514', '1016434923', '1016437114', '4316592093', '1016436468', '1016435522', '1016436264']","{'name': 'Calle Cartujilla', 'source:date': '2008', 'source': 'PNOA', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}",87413703,,,,,,,,,,,residential,,2.0,,,Calle Cartujilla,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2227,"['1016436062', '1016438058']","{'source:date': '2008', 'highway': 'service', 'service': 'parking_aisle', 'source': 'PNOA'}",87413710,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2228,"['1016435850', '1016436947', '1016438033', '1016435323', '1016436041', '1016434854', '1016437432', '1016437862', '1016434878', '1016436570', '1016436845', '1016434690', '1016438069', '1016436443', '1016435506', '1016437594', '1016435882', '1016435172', '1016435819', '1016437201', '1016437111', '1016435475', '1016434706', '1016436579', '1016437400']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}",87413714,,,,,,,,,,,service,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2229,"['1016436182', '1016437528', '1016435796', '1016434950', '1016437286', '1016437828']","{'source:date': '2008', 'highway': 'residential', 'source': 'PNOA', 'lanes': '2', 'oneway': 'yes'}",87413717,,,,,,,,,,,residential,,2.0,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2231,"['1016434686', '1016435816', '1386366707', '4213226563', '1016435378', '1016437513', '1016435111', '1016437152', '1016435021']","{'name': 'Calle Cartujila', 'source:date': '2008', 'source': 'PNOA', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}",87413726,,,,,,,,,,,residential,,2.0,,,Calle Cartujila,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
2232,"['1016437758', '1016436173', '1016438155', '1016435792', '1016438024', '1016437119', '1016435360', '1016436734', '1016435082', '1016434916']","{'source:date': '2008', 'highway': 'residential', 'source': 'PNOA', 'lanes': '2', 'oneway': 'yes'}",87413735,,,,,,,,,,,residential,,2.0,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
